"Jan_irrigationFlow","Jan_IrrFlow_km3_pu","Jan_IrrFlow_percent_pu","Feb_irrigationFlow","Feb_IrrFlow_km3_pu","Feb_IrrFlow_percent_pu","Mar_irrigationFlow","Mar_IrrFlow_km3_pu","Mar_IrrFlow_percent_pu","Apr_irrigationFlow","Apr_IrrFlow_km3_pu","Apr_IrrFlow_percent_pu","May_irrigationFlow","May_IrrFlow_km3_pu","May_IrrFlow_percent_pu","Jun_irrigationFlow","Jun_IrrFlow_km3_pu","Jun_IrrFlow_percent_pu","Jul_irrigationFlow","Jul_IrrFlow_km3_pu","Jul_IrrFlow_percent_pu","Aug_irrigationFlow","Aug_IrrFlow_km3_pu","Aug_IrrFlow_percent_pu","Sep_irrigationFlow","Sep_IrrFlow_km3_pu","Sep_IrrFlow_percent_pu","Oct_irrigationFlow","Oct_IrrFlow_km3_pu","Oct_IrrFlow_percent_pu","Nov_irrigationFlow","Nov_IrrFlow_km3_pu","Nov_IrrFlow_percent_pu","Dec_irrigationFlow","Dec_IrrFlow_km3_pu","Dec_IrrFlow_percent_pu","Jan_irrigationFlow_stdev","Jan_IrrFlow_km3_pu_stdev","Jan_IrrFlow_percent_pu_stdev","Feb_irrigationFlow_stdev","Feb_IrrFlow_km3_pu_stdev","Feb_IrrFlow_percent_pu_stdev","Mar_irrigationFlow_stdev","Mar_IrrFlow_km3_pu_stdev","Mar_IrrFlow_percent_pu_stdev","Apr_irrigationFlow_stdev","Apr_IrrFlow_km3_pu_stdev","Apr_IrrFlow_percent_pu_stdev","May_irrigationFlow_stdev","May_IrrFlow_km3_pu_stdev","May_IrrFlow_percent_pu_stdev","Jun_irrigationFlow_stdev","Jun_IrrFlow_km3_pu_stdev","Jun_IrrFlow_percent_pu_stdev","Jul_irrigationFlow_stdev","Jul_IrrFlow_km3_pu_stdev","Jul_IrrFlow_percent_pu_stdev","Aug_irrigationFlow_stdev","Aug_IrrFlow_km3_pu_stdev","Aug_IrrFlow_percent_pu_stdev","Sep_irrigationFlow_stdev","Sep_IrrFlow_km3_pu_stdev","Sep_IrrFlow_percent_pu_stdev","Oct_irrigationFlow_stdev","Oct_IrrFlow_km3_pu_stdev","Oct_IrrFlow_percent_pu_stdev","Nov_irrigationFlow_stdev","Nov_IrrFlow_km3_pu_stdev","Nov_IrrFlow_percent_pu_stdev","Dec_irrigationFlow_stdev","Dec_IrrFlow_km3_pu_stdev","Dec_IrrFlow_percent_pu_stdev"
"Ganges",26.6193434337927,3.07961184889874,11.4066210540674,27.5684794704131,6.38091913215296,22.7446408206144,16.1269674902577,4.52080445581536,27.7311741071827,21.2783855793032,6.89679422135587,32.5500014158463,24.7742455284452,9.34070549267128,37.8028627078455,29.5288881754488,7.19740415606707,24.5968490319572,10.678473236905,1.60646355303054,14.5355022889003,18.1642602643341,0.948372232068376,5.0505761553958,28.8651103100548,1.2647771008111,4.24601854519443,19.6409928759427,0.86153191873381,4.40341565126145,24.2899498602934,1.14095196040232,4.61629897790343,NA,NA,NA,2.37605254069058,1.76635756063399,6.15079183996995,3.74690657040335,3.51655428600731,11.0388270042643,2.09549505683211,2.53207993293006,15.0444585926906,1.69597489528926,2.89265978711676,13.5883842610434,1.57735538858468,2.07320077639642,8.46602664921587,2.27741841045589,2.60102133174444,9.32370431638107,2.75110628227668,1.1074779221475,6.42643408028263,2.1388513802933,0.506253642031477,2.11302240075399,3.98643388971691,0.561029609189713,1.43407539287066,2.04269053123302,0.347663198670901,1.77528877801801,4.20909653850249,0.569216531352979,2.01437721815099,NA,NA,NA
"Mekong",5.1275172673466,0.00217575540868555,0.0421636587018048,3.74059089961869,0.00453993194332571,0.1139324599819,1.65253167504008,0.000441733962513032,0.0258631582823119,0.749250773503928,0.00142073231945984,0.123913252429043,2.24031156607335,0.0114973963373318,0.398730616922653,2.84064513814572,0.00704702507251059,0.244742829028845,3.395069183196,0.0116300363991202,0.361249247879725,3.14045493623963,0.00179900638345925,0.0574022544527986,2.66850870349698,0.000261787477241527,0.00986826365346629,2.01229591801113,1.9477158262742e-05,0.000961108385977591,4.7716423491671,0.000145284056073707,0.00300051093387167,NA,NA,NA,0.205304006794477,0.00909509722883759,0.173830260638227,0.195383023738258,0.0166168710553459,0.404410631893255,0.215408773196857,0.00168632218798127,0.104281734762076,0.15136963216438,0.0063664526926633,0.495564939515963,0.457394081120145,0.0327266768709475,1.10961073720334,0.223671723522166,0.0183282765055501,0.642505524003653,0.16669798606815,0.0245608439713457,0.766700656411192,0.129631497269937,0.00381125243512848,0.121640829534947,0.0701511652077313,0.000558383490637405,0.021011245621556,0.195537977537181,3.86547946866125e-05,0.0019445331965543,0.201082366566659,0.000584671879579137,0.0120158065173791,NA,NA,NA
"Irawaddy",2.42131860648309,3.14893852457489e-10,1.35578565346383e-08,2.2544037559244,8.89946915390182e-10,4.30244570736686e-08,0.944759893856226,3.20485448505293e-10,3.46439448687186e-08,0.129243974991449,1.62882200724805e-10,1.12281212178171e-07,0.0780651513451968,1.3261575589913e-10,1.44630574217789e-07,0.301941992276561,5.80884410670925e-15,1.65672631240353e-12,1.14676151834686,1.20313728808599e-10,1.02349426879764e-08,1.4681071541556,1.8420436630772e-10,1.27711558920651e-08,1.37771625660866,1.34618359258635e-10,9.70484590450024e-09,0.548029980719526,5.73032071081537e-11,9.9513336427978e-09,2.00894306839715,1.69074067854653e-10,8.51233316872237e-09,NA,NA,NA,0.133449343572678,7.93202621141535e-10,3.49543391844399e-08,0.136846468373077,3.28999168095975e-09,1.62299506219222e-07,0.0511218627284861,9.46247332299523e-10,1.01556648464345e-07,0.0352503180857164,4.31243818186385e-10,2.7024565437204e-07,0.0591934234982046,3.73279862594528e-10,3.99258205838482e-07,0.0185626699387845,3.49719273557137e-14,9.94895964058748e-12,0.0440479363858282,2.79899834365552e-10,2.3868823203967e-08,0.0462962061464893,4.642798648788e-10,3.22678263171967e-08,0.06835401656359,3.26073226736059e-10,2.40205086122924e-08,0.0671529526026978,1.41476667240057e-10,2.46293036082618e-08,0.0704825057885441,4.3967715836239e-10,2.16950028462245e-08,NA,NA,NA
"Luni_ext",1.50030302470212,0.670794473568952,43.992125782709,3.04564611432845,1.46772205498754,48.1027424308785,3.09899030675877,1.33012370477243,42.7334543374747,4.56672348335412,1.96782992477519,42.9508751876036,4.33043524245786,2.68641677827161,61.8648666754597,2.16028807177548,1.05018398845414,48.5974452809739,1.47393754084133,0.380504171845744,24.7826447882427,2.37579068139089,0.399806250834637,15.9481487991958,2.96453460358132,0.507784393965721,16.0954974757154,2.95283725634752,0.598583828468401,19.8998864293354,1.69721708721697,0.335198030224968,19.6209737308711,NA,NA,NA,0.365600673156772,0.316154914750012,15.6306528731428,0.392713431589204,0.503357892418878,14.7712839705483,0.396318095083855,0.498610529239891,14.6147837890123,0.381147577442771,0.615783252694231,12.3956549321871,0.386078431115549,0.518119594702625,10.0718553543742,0.106012885990448,0.121780633840233,4.88936584949908,0.35494675991412,0.198343554348324,6.88722333494839,0.370764246939,0.233253430026877,7.25867100453518,0.4829163151045,0.355390114529131,9.66409779541919,0.531556077306789,0.355342832960524,11.1674533477986,0.14478051803489,0.17763079523119,9.9758146315436,NA,NA,NA
"Indus",14.9149730079393,0.753184516318161,4.6975587800162,18.8940187385854,1.29012140705909,7.01175465657933,19.0544966446405,1.00048322564591,5.02256552697877,28.9163586033431,1.07713046722637,3.6827159715551,16.6083141661342,0.618808808914781,3.6540597367161,39.0703432122232,1.80345011991336,4.58351575314642,29.9914788582877,0.695074706420826,2.27501125859568,42.7531572326813,0.433586376948572,0.983980328373146,41.4624006360856,0.332540783195518,0.791755257528844,16.2690255627003,0.156434342454072,0.965407902921384,26.2905310187254,0.323548522582469,1.23854514715101,NA,NA,NA,3.61648721589763,0.81069620014844,4.12842301237783,3.24825205543506,1.16936950445969,6.36118637841756,4.4621193182424,1.4000459862157,6.37916861640924,4.86257281254675,1.15722406510754,3.96781595930464,2.15916216252496,0.525762042550953,2.94652201712915,3.45915793056989,0.7963298443314,1.9960299237681,6.44999509735751,0.406932928125257,1.02632367923943,5.23552357301562,0.280973267032985,0.577175698752752,5.14913280014026,0.169684412925248,0.354899548429981,1.525098266049,0.0847212884830307,0.528900800258566,1.0083193944263,0.115519287640053,0.463493220119025,NA,NA,NA
"Amu_Darya",0.0971787385627287,0.00888747672935584,8.71519147241117,0.119545194317203,0.0132086677373501,9.30394064245642,0.175764603946962,0.00448607639448947,1.98697732071799,0.753447557725203,0.00416426379600683,0.45579851200296,3.26661920637423,0.0186994658507598,0.526499251135052,2.72602553447829,0.0459853205278931,1.66508391974394,6.09133133276926,0.209790650517552,3.48118274621546,6.73098636658187,0.372110473853377,5.53399527658337,4.13127788627252,0.275802946978448,6.7288493373417,1.90777514462225,0.178305674145243,9.44359354263418,0.3435088958641,0.0427725712399666,14.6291002667632,NA,NA,NA,0.0458900641443942,0.00820807229042274,4.86541927434225,0.0631408518734883,0.0174597155479365,9.70870737795105,0.196348161816897,0.00908375039786748,3.7027973436595,0.320717684876782,0.00538205135826159,0.402297230194868,0.583549822939725,0.0177415697765776,0.408332844042035,0.245279029996229,0.0347551670845612,1.23383371701706,0.41332379933305,0.0817121345193111,1.47315130351353,0.287340907981242,0.101106005993463,1.53466714952493,0.292130072316693,0.0754085264589719,1.99248385822381,0.235832516449117,0.0401256285404422,2.2067487053272,0.177734811221347,0.0176383546185085,6.68636174100899,NA,NA,NA
"Brahmaputra",5.66825789783678,0.00229017992689673,0.0404143690237097,6.79100588787801,0.0182529844139025,0.270005983970085,6.93039474153215,0.0786649346687402,1.12587142961204,2.69487037176162,0.0397650677522556,1.46628349505467,4.13030870334108,0.00863831453613168,0.203084426979843,4.59193923195455,0.0031913311573773,0.0702858243951319,6.09936408459701,0.00278104023864412,0.0468446464809821,6.52724141229877,0.000614014231741839,0.00942798103963993,6.36065316130189,0.000354992648398481,0.00557572036526409,6.58254780726824,0.000381137344407094,0.00590580460113989,3.54759983200129,0.000278912246190938,0.00815808383266373,NA,NA,NA,0.309868200513196,0.00172023627915726,0.0304464488486906,0.428771606458453,0.0122042917647077,0.183939977917073,0.490333631324761,0.0531174100583976,0.727230861748792,0.418472237829007,0.0221189224779134,0.797364485525614,0.747066670486916,0.00633806270243953,0.127439472504699,0.278637963482732,0.00228493735948059,0.052104572743152,0.322457413906219,0.00238026034837156,0.041565831387397,0.325949893276723,0.000362755057951823,0.00560691948228769,0.335083609667965,0.000217023039762526,0.00336631228497792,0.45579126268461,0.000252239177086872,0.00403507898748872,0.321675677700204,0.000164574641279066,0.00529293129670518,NA,NA,NA
"Syr_Darya",0.0646263400271319,0.000339759929114485,0.556351237069658,0.0311549781724354,0.000235878690913387,0.876209453029214,0.0163281451882814,0.000139589675878147,0.776279997384408,0.0957452926970423,3.74231963299604e-05,NA,0.948150256378675,0.000210251110473018,0.0237551757484827,1.3180922581659,0.000180413325750699,0.0140801277997609,4.18285006640796,0.000483598437767224,0.0113897684648038,5.08748379494734,0.000467725858228761,0.00920171197884083,3.22940676174331,0.00031196272054865,0.00988662383262968,1.12531298916016,9.04791781759973e-05,0.00783992568464789,0.0350926401580485,1.15684814143567e-05,0.112651407958914,NA,NA,NA,0.0354228251698063,0.00035205104544683,0.577291341086762,0.0167986656795428,0.000229163208133301,0.904393093663331,0.0128054569519856,0.000203820909261753,1.03132956402532,0.103722178162151,4.75130275587882e-05,NA,0.535319073795118,0.000145354267529459,0.0133489464426581,0.355108369750063,0.000104530080207427,0.00890718314343064,0.792219098467141,0.000273689805259325,0.00562804097124312,0.629351742879025,0.000223329163383343,0.00403524524961772,0.446921929446094,0.0001795138306357,0.00598088472812946,0.313505154631603,5.20704431779555e-05,0.00358470557002073,0.0416842377294983,2.19221514361188e-05,0.366459179757447,NA,NA,NA
"Salween",0.607106697804741,2.98454949362015e-25,4.92295596646684e-23,0.589643696190284,2.4167680596026e-25,4.10574321361166e-23,0.25754910191842,1.03150269105809e-25,3.88723402274712e-23,0.0264497218635991,8.76695216957891e-26,2.37002441652003e-22,0.0506180319688361,7.21174635041782e-28,1.46777052812713e-24,0.197668971176806,5.57920803104532e-24,3.02314328252422e-21,0.299556316607212,7.27850346236503e-25,2.37258184170368e-22,0.401943857435678,2.78591668854877e-25,7.4292349624075e-23,0.386391460467571,1.46834527579389e-25,4.13821450733187e-23,0.157880179152183,6.68429340807777e-26,4.18001419845582e-23,0.488731715666172,9.99438672880691e-26,2.03146596284092e-23,NA,NA,NA,0.0131218622324266,1.18012290367466e-24,1.94373931041878e-22,0.0239522966624456,9.35863592781337e-25,1.59699824680987e-22,0.0190799036617622,4.01287813034094e-25,1.52079312332461e-22,0.00888509547600382,4.8162280941183e-25,1.2632902350734e-21,0.00534819327435544,2.07704757127089e-27,4.26260864859605e-24,0.00931302718889215,2.74206212988657e-23,1.4921990468478e-20,0.0143537077977825,2.99279437756588e-24,9.68677906282251e-22,0.0290606029936912,9.70338586440916e-25,2.61513729310408e-22,0.0276587674349334,5.3955016127214e-25,1.55341765554721e-22,0.0113506726204032,2.30346928470991e-25,1.45317035685751e-22,0.00776480853347088,3.51470535442874e-25,7.13644557035931e-23,NA,NA,NA
"Tarim",0.100418511318226,2.7659963881007e-05,0.0309492393005096,0.158147145892076,0.00179716485182235,1.0235767372563,0.21176556360959,0.0131477600666867,5.46340309837421,0.0942981161923243,0.00349575992682636,3.17480205426931,3.76746498300411,0.0340910884185468,0.878605261155459,4.13129218562057,0.0149584634978988,0.358783226407591,6.07475671821082,0.00301721895498949,0.0491957323009732,4.80878356462193,0.000564868962314654,0.0115512649094015,1.60379423360242,0.000169809153189757,0.0103204255765974,0.566950427516392,8.19197576584957e-05,0.0132119167529878,0.0842358989741931,1.21943592343676e-05,0.0160125027880981,NA,NA,NA,0.0282771597761512,4.22758162747946e-05,0.0471203796156394,0.0566755639394947,0.00272277140596378,1.3434200357692,0.104054974133683,0.014095702447312,4.01290465073334,0.0463002182264054,0.00503001577414945,3.99001285352213,0.292148978716506,0.0445251572107979,1.13149187205211,0.441748679314622,0.021150006162611,0.517979336133814,0.347477039954703,0.0048518933915743,0.0791064323851729,0.400748547421364,0.000789652250174342,0.0161523106960337,0.135221374961053,0.000217962800541727,0.0131558467258216,0.190419027551257,0.000131206569124491,0.0195402802261261,0.045438327981797,2.42517485826556e-05,0.0328983838117057,NA,NA,NA
"Ili",0.0861769420401261,0.0082514562646784,10.2332863481669,0.128974001194879,0.0207390966896173,16.0011462155954,0.0436828602297521,0.0158405859803475,40.7307960173962,0.014980685147385,0.00276812218413566,35.6707992369472,3.23022814157518,0.599699818446854,18.5751223860533,3.98444868988498,0.697052589322555,17.5541670153632,5.70559588558502,0.703610258672213,12.3526707369454,4.9901117117851,0.65455478283676,13.1906384030398,1.63504577457398,0.240919694222302,14.8605641226927,0.240994478097279,0.0350613111833779,14.7907180630595,0.0251195456566927,0.00382199045972338,17.3906030663309,NA,NA,NA,0.0333054337846109,0.00322481610318426,4.50081273073925,0.0344218758303922,0.00853494509830052,4.85180082275074,0.0277157662903311,0.00834208479415508,12.9783078422324,0.0206228594240315,0.00188058806904799,20.6514725465914,0.298015201717678,0.122047106972579,3.42885458702363,0.318507544612019,0.113862660268353,2.93289744706788,0.380380839638331,0.0927232358968349,1.57769561435371,0.448711397173454,0.0718327278792989,1.65454112230735,0.204751506886037,0.0292897698655453,1.86193221475079,0.0884378498561174,0.013501338503857,3.6516560875514,0.015134754419651,0.00187443028746043,8.15042025175704,NA,NA,NA
"Inner_Tibetan_Plateau",1.21756515049177e-05,0,NA,0,0,NA,7.68287965770868e-05,0,NA,8.79736352225017e-06,0,NA,0.012410651084989,6.42795778852776e-06,0.0513199341916499,0.00642387018379432,6.24701100232404e-06,0.104329971644201,0.0104852075889687,2.73776083957616e-06,0.0260670142472178,0.0089076890450284,5.32275140189113e-07,0.00554111420798001,0.00332288831111475,9.05656295799527e-08,0.0026391752272776,0.00984234474132846,1.31445793331597e-08,0.000134468440777536,0.00126753197965731,5.86277770657841e-10,NA,NA,NA,NA,7.40615967560827e-05,0,NA,0,0,NA,0.000467331325067008,0,NA,5.35122731985557e-05,0,NA,0.000756399164313307,3.89720256434419e-05,0.311188479584165,0.000564319181254482,3.78887675079705e-05,0.63262552565848,0.000381910998672538,1.65952730069672e-05,0.157995481807348,0.000468528232981328,3.22520819479478e-06,0.033566938278592,0.000224057810804166,5.4846618165345e-07,0.0159773250988702,0.000663884312315764,7.99265638189851e-08,0.000817633292634675,0.000926599075350186,3.56596708821929e-09,NA,NA,NA,NA
"Yangtze",18.0578306570732,0.241130649694012,1.33155314325007,19.1888236258208,0.19617067822777,1.0046315071209,10.1689973532909,0.21547657736286,2.02085302196496,0.399183881780287,0.0209463120966055,4.7924400800734,8.456558869592,0.202819964319395,2.19159018868179,28.2955959755696,0.895033791334061,3.10324152002742,45.2360891447341,1.42463529792271,3.12462283268072,41.4763885300471,0.655486758671274,1.56922860712455,35.0382820446886,0.251136340223017,0.717375099920301,12.7798372636255,0.114851204637987,0.858186257185789,22.0419269063907,0.255224268163207,1.09139371517723,NA,NA,NA,1.60997331052256,0.224495933321988,1.21572279342761,1.73440326197522,0.208569545095506,1.0483302879533,1.29724638875937,0.216645356301094,1.89694163303575,0.561932598991089,0.0322750632981173,5.75334381563582,1.3275530367635,0.23952704351438,2.46310236269555,1.75593013648558,0.669100789266112,2.2512975945359,2.39564608283677,1.05742174922602,2.25025198659179,2.74056585714275,0.568370986705034,1.33864169378712,2.11873200548649,0.267488721958353,0.733141488073915,1.77682439806297,0.111145308240134,0.808000367486334,3.36487361628401,0.293776446241103,1.20770887497686,NA,NA,NA
"Inner_Tibetan_Plateau_extended",0.0461194615519318,0.00497742936480741,11.0766922441381,0.0404557602198674,0.0072074662140432,17.5110710275571,0.067708015260423,0.0308363273925088,44.5205622265292,0.0265100292760887,0.0132601460213451,48.5610219056569,1.12268295653193,0.103565103152449,10.0103278092742,1.14536474467919,0.0834150042969503,7.78404642578601,1.63298061951224,0.0552047708176527,3.40400649137608,1.44577296035385,0.061752476020533,4.33474369579285,0.423588184261562,0.016396946437091,3.89918573611584,0.332412483284702,0.00798760469186505,2.30815498631329,0.0372982163699591,0.00158741033731587,4.27855610701889,NA,NA,NA,0.0165748737045499,0.00390717797604634,7.41461242522757,0.020410903396174,0.00486825881282876,7.87323194212004,0.0265686520779856,0.0163651768110696,14.1745036109084,0.0110501261198178,0.00807024770300669,15.8376025426032,0.13709909930388,0.0821694370927864,8.8531249135257,0.126671864728018,0.0672573261791815,6.88049912717065,0.106086016647068,0.0329890246597322,2.08100332710797,0.108441862196921,0.0285799902930961,2.13752399415095,0.0408839166129238,0.011412294504916,2.60399233971751,0.0720343240301772,0.00847642707163166,2.54226312506492,0.0160943432563212,0.0022835433477607,5.65065004305944,NA,NA,NA
"Yellow",0.877003501942815,0.0130976844819427,1.30182704403697,1.46578865093282,0.0229950268208118,1.76811778412938,2.02572779935035,0.03115464094473,1.60939768765471,0.705403360439279,0.0128109439344101,2.14406314215996,9.28551400548061,0.196566123543467,2.18462204645262,8.62438682704323,0.645877089435401,7.36680326591219,12.2958649137174,1.38577049608059,11.3043781706321,10.6626521613278,0.710387360828665,6.53415169950503,2.99976987495904,0.108191447510545,3.73403277844672,4.01227586957348,0.0250313132635549,0.473459553743873,0.305193414554435,0.001061677943982,0.337566500814891,NA,NA,NA,0.473982940761565,0.0385975163490036,3.73599408480183,0.836138198856654,0.03317671466141,3.04730745689319,1.06833258471797,0.0409315736166669,2.08274451550929,0.373469986638777,0.0191700944786855,3.0993327536158,1.50636706619654,0.312501140798721,3.58798042470127,1.27500399454728,0.486446592344736,5.33398361128206,1.35504586845432,0.766927915515936,6.12224860945183,1.42413755115887,0.53795712469347,4.63372708827075,0.385659421200013,0.0873076877422844,3.29714269863449,1.76341355527009,0.0377874537521427,0.576053273748267,0.299274793024281,0.00172724278973444,0.610768875563789,NA,NA,NA
"all_basins",74.3537031417263,4.65340925742474,6.1667022113646,85.0256853524527,9.46811669163919,11.0129076608592,61.7859322107771,7.40145345874109,11.8809252179497,58.7630705782274,9.78177421954005,16.5013969361173,83.6065823288178,13.8503597885067,16.5839361334936,131.737931798317,12.7413512211652,9.66028676000884,131.279926246148,6.3201630018997,4.78642971073073,152.739889154924,4.25687780026195,2.76807822501203,136.286014082426,3.08246394385436,2.23323904240884,67.3920498016582,1.94164804146456,2.88900545248163,87.1563300000892,2.11550067266306,2.41889756915629,NA,NA,NA,4.88871750972793,2.47741132234137,3.02399458676326,6.64320282016267,4.44934638427652,4.74816762976511,7.54388715925831,3.8585355699493,5.84461595394133,6.33045232148498,4.03867547148265,6.17045011673054,4.34623978968189,2.5597788533346,3.09054448296815,5.15744290089761,3.50376421577317,2.5680737957453,8.54870756088232,2.2582219662479,1.55691991790437,7.44997874814136,1.44264669768254,0.861699043712201,8.69927531395095,1.10222892681306,0.690223208603979,4.21063003590941,0.705529371046513,1.07788503405188,5.8730515778588,0.796985859194836,0.894502103743405,NA,NA,NA
